"OID","Country or Area","Year","Description","Magnitude","Value"
"19960B..ZF...","SOUTH AFRICA","1992","MONEY MARKET RATE","PERCENT PER ANNU","14.1133"
"19960P..ZF...","SOUTH AFRICA","1992","LENDING RATE","PERCENT PER ANNU","18.9058"
"19960...ZF...","SOUTH AFRICA","1992","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14"
"19960L..ZF...","SOUTH AFRICA","1992","DEPOSIT RATE","PERCENT PER ANNU","13.7792"
"19960C..ZF...","SOUTH AFRICA","1991","TREASURY BILL RATE","PERCENT PER ANNU","16.6833"
"19960B..ZF...","SOUTH AFRICA","1991","MONEY MARKET RATE","PERCENT PER ANNU","17.0208"
"19960P..ZF...","SOUTH AFRICA","1991","LENDING RATE","PERCENT PER ANNU","20.3125"
"19960...ZF...","SOUTH AFRICA","1991","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","17"
"19960L..ZF...","SOUTH AFRICA","1991","DEPOSIT RATE","PERCENT PER ANNU","17.3042"
"19960C..ZF...","SOUTH AFRICA","1990","TREASURY BILL RATE","PERCENT PER ANNU","17.7958"
"19960B..ZF...","SOUTH AFRICA","1990","MONEY MARKET RATE","PERCENT PER ANNU","19.4583"
"19960P..ZF...","SOUTH AFRICA","1990","LENDING RATE","PERCENT PER ANNU","21"
"19960...ZF...","SOUTH AFRICA","1990","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","18"
"19960L..ZF...","SOUTH AFRICA","1990","DEPOSIT RATE","PERCENT PER ANNU","18.8625"
"19960C..ZF...","SOUTH AFRICA","1989","TREASURY BILL RATE","PERCENT PER ANNU","16.8358"
"19960B..ZF...","SOUTH AFRICA","1989","MONEY MARKET RATE","PERCENT PER ANNU","18.7708"
"19960P..ZF...","SOUTH AFRICA","1989","LENDING RATE","PERCENT PER ANNU","19.8333"
"19960...ZF...","SOUTH AFRICA","1989","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","18"
"19960L..ZF...","SOUTH AFRICA","1989","DEPOSIT RATE","PERCENT PER ANNU","18.125"
"19960C..ZF...","SOUTH AFRICA","1988","TREASURY BILL RATE","PERCENT PER ANNU","12.0308"
"19960B..ZF...","SOUTH AFRICA","1988","MONEY MARKET RATE","PERCENT PER ANNU","13.8958"
"19960P..ZF...","SOUTH AFRICA","1988","LENDING RATE","PERCENT PER ANNU","15.3333"
"19960...ZF...","SOUTH AFRICA","1988","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14.5"
"19960L..ZF...","SOUTH AFRICA","1988","DEPOSIT RATE","PERCENT PER ANNU","13.5417"
"19960C..ZF...","SOUTH AFRICA","1987","TREASURY BILL RATE","PERCENT PER ANNU","8.71417"
"19960B..ZF...","SOUTH AFRICA","1987","MONEY MARKET RATE","PERCENT PER ANNU","9.5"
"19960P..ZF...","SOUTH AFRICA","1987","LENDING RATE","PERCENT PER ANNU","12.5"
"19960...ZF...","SOUTH AFRICA","1987","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9.5"
"19960L..ZF...","SOUTH AFRICA","1987","DEPOSIT RATE","PERCENT PER ANNU","8.7"
"19960C..ZF...","SOUTH AFRICA","1986","TREASURY BILL RATE","PERCENT PER ANNU","10.4292"
"19960B..ZF...","SOUTH AFRICA","1986","MONEY MARKET RATE","PERCENT PER ANNU","10.9167"
"19960P..ZF...","SOUTH AFRICA","1986","LENDING RATE","PERCENT PER ANNU","14.3333"
"19960...ZF...","SOUTH AFRICA","1986","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9.5"
"19960L..ZF...","SOUTH AFRICA","1986","DEPOSIT RATE","PERCENT PER ANNU","10.975"
"19960C..ZF...","SOUTH AFRICA","1985","TREASURY BILL RATE","PERCENT PER ANNU","17.5642"
"19960B..ZF...","SOUTH AFRICA","1985","MONEY MARKET RATE","PERCENT PER ANNU","18.2083"
"19960P..ZF...","SOUTH AFRICA","1985","LENDING RATE","PERCENT PER ANNU","21.5"
"19960...ZF...","SOUTH AFRICA","1985","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13"
"19960L..ZF...","SOUTH AFRICA","1985","DEPOSIT RATE","PERCENT PER ANNU","17.0208"
"19960C..ZF...","SOUTH AFRICA","1984","TREASURY BILL RATE","PERCENT PER ANNU","19.3333"
"19960B..ZF...","SOUTH AFRICA","1984","MONEY MARKET RATE","PERCENT PER ANNU","20.3083"
"19960P..ZF...","SOUTH AFRICA","1984","LENDING RATE","PERCENT PER ANNU","22.3333"
"19960...ZF...","SOUTH AFRICA","1984","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","20.75"
"19960L..ZF...","SOUTH AFRICA","1984","DEPOSIT RATE","PERCENT PER ANNU","18.2917"
"19960C..ZF...","SOUTH AFRICA","1983","TREASURY BILL RATE","PERCENT PER ANNU","13.445"
"19960B..ZF...","SOUTH AFRICA","1983","MONEY MARKET RATE","PERCENT PER ANNU","13.9792"
"19960P..ZF...","SOUTH AFRICA","1983","LENDING RATE","PERCENT PER ANNU","16.6667"
"19960...ZF...","SOUTH AFRICA","1983","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","17.75"
"19960L..ZF...","SOUTH AFRICA","1983","DEPOSIT RATE","PERCENT PER ANNU","13.7083"
"19960C..ZF...","SOUTH AFRICA","1982","TREASURY BILL RATE","PERCENT PER ANNU","15.5908"
"19960B..ZF...","SOUTH AFRICA","1982","MONEY MARKET RATE","PERCENT PER ANNU","16.8958"
"19960P..ZF...","SOUTH AFRICA","1982","LENDING RATE","PERCENT PER ANNU","19.3333"
"19960...ZF...","SOUTH AFRICA","1982","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14.35"
"19960L..ZF...","SOUTH AFRICA","1982","DEPOSIT RATE","PERCENT PER ANNU","13"
"19960C..ZF...","SOUTH AFRICA","1981","TREASURY BILL RATE","PERCENT PER ANNU","9.8025"
"19960B..ZF...","SOUTH AFRICA","1981","MONEY MARKET RATE","PERCENT PER ANNU","10.25"
"19960P..ZF...","SOUTH AFRICA","1981","LENDING RATE","PERCENT PER ANNU","14"
"19960...ZF...","SOUTH AFRICA","1981","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14.54"
"19960L..ZF...","SOUTH AFRICA","1981","DEPOSIT RATE","PERCENT PER ANNU","8.1875"
"19960C..ZF...","SOUTH AFRICA","1980","TREASURY BILL RATE","PERCENT PER ANNU","4.64167"
"19960B..ZF...","SOUTH AFRICA","1980","MONEY MARKET RATE","PERCENT PER ANNU","4.4"
"19960P..ZF...","SOUTH AFRICA","1980","LENDING RATE","PERCENT PER ANNU","9.5"
"19960...ZF...","SOUTH AFRICA","1980","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.54"
"19960L..ZF...","SOUTH AFRICA","1980","DEPOSIT RATE","PERCENT PER ANNU","5.54167"
"19960C..ZF...","SOUTH AFRICA","1979","TREASURY BILL RATE","PERCENT PER ANNU","5.25833"
"19960B..ZF...","SOUTH AFRICA","1979","MONEY MARKET RATE","PERCENT PER ANNU","5.3875"
"19960P..ZF...","SOUTH AFRICA","1979","LENDING RATE","PERCENT PER ANNU","10"
"19960...ZF...","SOUTH AFRICA","1979","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.7"
"19960L..ZF...","SOUTH AFRICA","1979","DEPOSIT RATE","PERCENT PER ANNU","6"
"19960C..ZF...","SOUTH AFRICA","1978","TREASURY BILL RATE","PERCENT PER ANNU","7.8075"
"19960B..ZF...","SOUTH AFRICA","1978","MONEY MARKET RATE","PERCENT PER ANNU","7.99167"
"19960P..ZF...","SOUTH AFRICA","1978","LENDING RATE","PERCENT PER ANNU","12.125"
"19960...ZF...","SOUTH AFRICA","1978","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7.87"
"19960L..ZF...","SOUTH AFRICA","1978","DEPOSIT RATE","PERCENT PER ANNU","7.66667"
"19960C..ZF...","SOUTH AFRICA","1977","TREASURY BILL RATE","PERCENT PER ANNU","7.8725"
"19960B..ZF...","SOUTH AFRICA","1977","MONEY MARKET RATE","PERCENT PER ANNU","8.29167"
"19960P..ZF...","SOUTH AFRICA","1977","LENDING RATE","PERCENT PER ANNU","12.5"
"19960...ZF...","SOUTH AFRICA","1977","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.41"
"19960L..ZF...","SOUTH AFRICA","1977","DEPOSIT RATE","PERCENT PER ANNU","8"
"19960C..ZF...","SOUTH AFRICA","1976","TREASURY BILL RATE","PERCENT PER ANNU","7.43417"
"19960B..ZF...","SOUTH AFRICA","1976","MONEY MARKET RATE","PERCENT PER ANNU","8.5"
"19960P..ZF...","SOUTH AFRICA","1976","LENDING RATE","PERCENT PER ANNU","12.25"
"19960...ZF...","SOUTH AFRICA","1976","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.28"
"19960C..ZF...","SOUTH AFRICA","1975","TREASURY BILL RATE","PERCENT PER ANNU","6.11833"
"19960B..ZF...","SOUTH AFRICA","1975","MONEY MARKET RATE","PERCENT PER ANNU","6.2375"
"19960P..ZF...","SOUTH AFRICA","1975","LENDING RATE","PERCENT PER ANNU","11.7917"
"19960...ZF...","SOUTH AFRICA","1975","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7.42"
"19960C..ZF...","SOUTH AFRICA","1974","TREASURY BILL RATE","PERCENT PER ANNU","5.4275"
"19960B..ZF...","SOUTH AFRICA","1974","MONEY MARKET RATE","PERCENT PER ANNU","6.125"
"19960P..ZF...","SOUTH AFRICA","1974","LENDING RATE","PERCENT PER ANNU","10.1667"
"19960...ZF...","SOUTH AFRICA","1974","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.48"
"19960C..ZF...","SOUTH AFRICA","1973","TREASURY BILL RATE","PERCENT PER ANNU","3.14583"
"19960B..ZF...","SOUTH AFRICA","1973","MONEY MARKET RATE","PERCENT PER ANNU","4.11667"
